"first_name","last_name","years"
"Sanjiv","Zschoche","1986"
"Fay","Kornatzky","1986"
"Roddy","Harnett","1986"
"Jaques","Conti","1986"
"Van","Biron","1986"
"Moti","Zeleznik","1986"
"Cheong","Bondorf","1986"
"Sariel","Boudaillier","1986"
"Zhonghui","Beeson","1986"
"Mokhtar","Speek","1986"
"Richara","Schlumberger","1986"
"Subhrajyoti","Mikschl","1986"
"Fun","Ratnaker","1986"
"Limsoon","Furudate","1986"
"Ekawit","Bennis","1986"
"Ramya","Ranta","1986"
"Harngdar","Genin","1986"
"Mihalis","Rebaine","1986"
"Slavian","Chartres","1986"
"Jayson","Kowalchuk","1986"
"Peer","Jansen","1986"
"Toong","Denna","1986"
"Stabislas","Famili","1986"
"Arup","Munro","1986"
"Ulises","Perz","1986"
"Leen","Eugenio","1986"
"Pantung","DuCasse","1986"
"Leif","Begiun","1986"
"Vitali","Sethi","1986"
"Yefim","Frijda","1986"
"Muneo","Cappello","1986"
"Aron","Stenning","1986"
"Yaghout","Unni","1986"
"JoAnna","Restivo","1986"
"Kazuhisa","Choobineh","1986"
"Gadiel","Salinas","1986"
"Piyush","Smailagic","1986"
"Sakthirel","Bondorf","1986"
"Irene","Otillio","1986"
"Gonzalo","Steinauer","1986"
"Djelloul","Lorys","1986"
"Beshir","Sevcikova","1986"
"Yonghong","Lunn","1986"
"Shuji","Kilgore","1986"
"Xinyu","Picel","1986"
"Kotesh","Jansch","1986"
"Magdalena","Cappelli","1986"
"Kousuke","Suwa","1986"
"Akeno","Ramalingam","1986"
"Perry","Pavlopoulou","1986"
"Aral","Riefers","1986"
"Yuguang","Gist","1986"
"Nishit","Kolvik","1986"
"Irene","Onuegbe","1986"
"Kenroku","Schreiter","1986"
"LiMin","Matzke","1986"
"Angel","Rathonyi","1986"
"Suvo","Fandrianto","1986"
"Stevo","Melski","1986"
"Aiman","Cappelli","1986"
"Geoffrey","Demian","1986"
"Shunichi","Solovay","1986"
"Gino","Diderrich","1986"
"Selwyn","Chaudhuri","1986"
"Steen","Luef","1986"
"Aiichiro","Coors","1986"
"Marsal","Krohn","1986"
"Tru","Rebaine","1986"
"Dines","Fontan","1986"
"Collette","Iivonen","1986"
"Changho","Busillo","1986"
"Eirik","Lipner","1986"
"Sumali","Perin","1986"
"Francoise","Benner","1986"
"Youjian","Eldridge","1986"
"Guangming","Servi","1986"
"Guiseppe","Percebois","1986"
"Yonghoan","Azumi","1986"
"Hironobu","Collette","1986"
"Christfried","Farrow","1986"
"Brigham","Schonegge","1986"
"Volkmar","Mitina","1986"
"Oldrich","Delgrossi","1986"
"Gennady","Marletta","1986"
"Maris","Bazelow","1986"
"JoAnna","Marchegay","1986"
"Billie","Peyn","1986"
"Teiji","Zuberek","1986"
"Erzsebet","Deyuan","1986"
"Roded","Luby","1986"
"Charlene","Albarhamtoshy","1986"
"Shai","Milicic","1986"
"Sasan","Ouhyoung","1986"
"Leen","Paciorek","1986"
"Mayuri","Bottner","1986"
"Jianhao","Pehl","1986"
"Aron","Borovoy","1986"
"Kenton","Peyn","1986"
"Jovan","Millington","1986"
"Subbu","Bellone","1986"
"Yongdong","Thambidurai","1986"
"Krister","Miake","1986"
"Amalendu","Fontan","1986"
"Ottavia","Showalter","1986"
"Poorav","Bernini","1986"
"Heeju","Hutter","1986"
"Sreekrishna","Gerteisen","1986"
"Guoxiang","Tischendorf","1986"
"Abdelaziz","Zwicker","1986"
"Augustine","Fabrizio","1986"
"Uinam","Kroll","1986"
"Akeel","Glowinski","1986"
"Nagui","Jording","1986"
"Mototsugu","Bage","1986"
"Leon","Tyugu","1986"
"Weidon","Seiwald","1986"
"Jaber","Schueller","1986"
"Subbu","Stellhorn","1986"
"Oscar","Marrevee","1986"
"Vasiliy","Panwar","1986"
"Saeko","Murtafg","1986"
"Manton","Roison","1986"
"Arie","Vieri","1986"
"Soenke","Lupu","1986"
"George","Reeker","1986"
"Toong","Borovoy","1986"
"Nahid","Schnabel","1986"
"Muzhong","Molenkamp","1986"
"Frederique","Heinisuo","1986"
"Badri","Hofstetter","1986"
"Vidya","Marletta","1986"
"Mitsuyuki","Yurov","1986"
"Rajmohan","Radhakrishnan","1986"
"Kinh","Maksimenko","1986"
"Takahiro","Akaboshi","1986"
"Marke","Garnick","1986"
"Filipp","Taubenfeld","1986"
"Elvia","Fontet","1986"
"Bokyung","Peac","1986"
"Eishiro","Begiun","1986"
"Sumant","Yavatkar","1986"
"Uli","Mattern","1986"
"Marsha","Stemann","1986"
"Yuichiro","Rousseau","1986"
"Golgen","Panienski","1986"
"Kyoichi","Munck","1986"
"Tsuneo","Georgatos","1986"
"Mari","Roohalamini","1986"
"Abdulah","Pollock","1986"
"LiMin","Decaestecker","1986"
"Kristen","Chiola","1986"
"Heon","Makinen","1986"
"Martins","Cheshire","1986"
"Odysseas","Zambonelli","1986"
"Sumant","Hutter","1986"
"Jessie","Billawala","1986"
"Demos","Beidas","1986"
"Chikako","Levasseur","1986"
"Lucian","Baig","1986"
"Bedir","Marakhovsky","1986"
"Bouchung","McAlpine","1986"
"Rajmohan","Picht","1986"
"Zhilian","Heemskerk","1986"
"Tomofumi","Przulj","1986"
"Nagui","Dredge","1986"
"Filipp","Munch","1986"
"Dannz","Perko","1986"
"Sven","Pena","1986"
"Chuanti","Staylopatis","1986"
"Moti","Calkin","1986"
"Saeed","Hempstead","1986"
"Gaetan","Keohane","1986"
"Doowon","Lyonns","1986"
"Gila","Kemmerer","1986"
"Kristina","Ratnaker","1986"
"Weiwu","Brobst","1986"
"Eberhardt","Peternell","1986"
"Mahendra","Lanzelotte","1986"
"Isamu","Schaad","1986"
"Debatosh","Camarinopoulos","1986"
"Ashish","Benaini","1986"
"Shugo","Oberman","1986"
"Reuven","Bridgland","1986"
"Kokou","Erol","1986"
"Kitty","Rusmann","1986"
"Saeed","Kropp","1986"
"Arunas","Leivant","1986"
"Maris","Wrigley","1986"
"Vitali","Genther","1986"
"Vitaly","Penttonen","1986"
"Nagui","Castellani","1986"
"Shigeu","Einsfeld","1986"
"Maja","Lorho","1986"
"Thanasis","Varman","1986"
"Berthier","Zuberek","1986"
"Chuanyi","Anick","1986"
"Yuuichi","Vesna","1986"
"Toshimi","Katalagarianos","1986"
"Moon","Kleiser","1986"
"Peer","Boyle","1986"
"Kristian","Valiente","1986"
"Shaw","Mitchem","1986"
"Van","Furudate","1986"
"Kazuhira","Kenevan","1986"
"Chikako","Pelc","1986"
"Shalesh","Lunn","1986"
"Suzette","Gewali","1986"
"Heejo","Hooghiemstra","1986"
"Tze","Angot","1986"
"Shaz","Kuszyk","1986"
"Valdiodio","Giarratana","1986"
"Ebru","Ravishankar","1986"
"Hidekazu","Ramsay","1986"
"Sudhanshu","Lortz","1986"
"Christ","Goldhammer","1986"
"Shunichi","Peac","1986"
"Souichi","Wixon","1986"
"Munenori","Androutsos","1986"
"Seongbae","Fritzsche","1986"
"Goh","Jakobus","1986"
"Girolamo","Mamelak","1986"
"Quingbo","Apsitis","1986"
"Shietung","Selenyi","1986"
"Shounak","Mapelli","1986"
"Herb","Pena","1986"
"Jouni","Itschner","1986"
"Hausi","Spinelli","1986"
"Yannis","Birge","1986"
"Utpal","Berztiss","1986"
"Ishfaq","Cappelli","1986"
"Radoslaw","Basawa","1986"
"Florian","Journel","1986"
"Heeju","Guenter","1986"
"Zhiwei","Vecchi","1986"
"Maren","Ressouche","1986"
"Odysseas","Vandervoorde","1986"
"Harjit","Hennings","1986"
"Kasturi","Jenevein","1986"
"Richara","McFarlin","1986"
"Kirk","Vitiello","1986"
"Eric","Pews","1986"
"Nirmal","Constantine","1986"
"Gio","Ghandeharizadeh","1986"
"Moie","McConalogue","1986"
"Manton","Falby","1986"
"Chirstian","Luft","1986"
"Aimee","Orlowska","1986"
"Keung","Rajcani","1986"
"Shigehito","Takkinen","1986"
"Fox","Hashii","1986"
"Neelam","Brender","1986"
"Koldo","Lamba","1986"
"Katsuyuki","Orlowska","1986"
"Maris","Curless","1986"
"Siddarth","Anick","1986"
"Chinya","Lammel","1986"
"Jenwei","Merel","1986"
"Georgy","Cooke","1986"
"Caolyn","Langford","1986"
"Shigeu","Perez","1986"
"Jiong","Panienski","1986"
"Nikolaus","Stentiford","1986"
"Kazuhiko","Rahier","1986"
"Divine","Streit","1986"
"Tooru","Peir","1986"
"Rajmohan","Fairtlough","1986"
"Vidya","Clouatre","1986"
"Jacqueline","Siksek","1986"
"Khun","Worfolk","1986"
"Padma","Ozery","1986"
"Toshimori","Walstra","1986"
"Manu","Kitsuregawa","1986"
"Alenka","Stanfel","1986"
"Eldridge","Taneja","1986"
"Katsuo","Bojadziev","1986"
"Holgard","Negoita","1986"
"Nobuyoshi","Chappelet","1986"
"Fei","Stellhorn","1986"
"Deborah","Pietracaprina","1986"
"Rimli","Benaini","1986"
"Bingning","Zykh","1986"
"Chenye","Lalonde","1986"
"Matt","Antonisse","1986"
"Aron","Bottner","1986"
"Elgin","Lagarias","1986"
"Alejandro","Passino","1986"
"Chenyi","Kobara","1986"
"Troy","Ermel","1986"
"Hitomi","Naudin","1986"
"Zhigen","Masaki","1986"
"Naftaly","Eiter","1986"
"Eran","Stentiford","1986"
"Goh","Zizka","1986"
"Maia","Pews","1986"
"Elrique","Pusterhofer","1986"
"Elvia","Frezza","1986"
"Tonia","Shobatake","1986"
"Maris","Baba","1986"
"Tianruo","Braccini","1986"
"Dekang","Varker","1986"
"Khun","Thisen","1986"
"Heping","Kinley","1986"
"Teiji","Beausoleil","1986"
"Valeska","Spelt","1986"
"Randy","McAlpine","1986"
"Chanjung","Vakili","1986"
"Kristen","Standera","1986"
"Arco","Wixon","1986"
"Shimshon","Dulli","1986"
"Koichi","Parhami","1986"
"Dipayan","Veccia","1986"
"Kazuhiko","Erbe","1986"
"Gaurav","Turnbull","1986"
"Kolar","Bazzichi","1986"
"Shao","Panwar","1986"
"Shigeo","Reistad","1986"
"Berhard","Schlumberger","1986"
"Greger","Jansch","1986"
"Jovan","Hmelo","1986"
"Sajjad","Boyle","1986"
"Otmar","Genther","1986"
"Berhard","Lenart","1986"
"Ebru","Daescu","1986"
"Naraig","Senzako","1986"
"Odysseas","Bednarek","1986"
"Frazer","Picco","1986"
"Jaber","Whitcomb","1986"
"Bedrich","Claffy","1986"
"Sampalli","Pell","1986"
"Fumino","Rosay","1986"
"Chinya","Hiyoshi","1986"
"Lubomir","Zhiwei","1986"
"Spyrose","Henseler","1986"
"Mona","Jahnichen","1986"
"Leszek","Lorch","1986"
"Qunsheng","Schahn","1986"
"Prodip","Veccia","1986"
"Guoxiang","Cools","1986"
"Kamran","Usery","1986"
"Izaskun","Roohalamini","1986"
"Xianlong","Fadgyas","1986"
"Nevio","Boissier","1986"
"Vishv","Harnett","1986"
"Mikhail","Zaccaria","1986"
"Jessie","Sridhar","1986"
"Anoosh","Bazzichi","1986"
"Cristinel","Waterhouse","1986"
"Pantung","Lieberherr","1986"
"Vincent","Kruskal","1986"
"Mohammad","Huxford","1986"
"Yuuichi","Boreale","1986"
"Yaghout","Verspoor","1986"
"Zhenhua","Schahn","1986"
"Marsja","Rissanen","1986"
"Mantis","Petereit","1986"
"Visit","Lindenbaum","1986"
"Jordanka","Gadepally","1986"
"Yuichiro","Jumpertz","1986"
"Jinya","Tramer","1986"
"Sverrir","Kading","1986"
"Almudena","Peyn","1986"
"Temple","Straney","1986"
"Caolyn","Iwayama","1986"
"Navid","Schueller","1986"
"Radhika","Zielinski","1986"
"Ung","Junet","1986"
"Yuichiro","Nooteboom","1986"
"Insup","Solares","1986"
"Serge","Wissmann","1986"
"Wanqing","Lowrie","1986"
"Reinhold","Woycyznski","1986"
"Pantung","Fendler","1986"
"Eberhardt","Prochazka","1986"
"Samphel","Castellani","1986"
"Mayumi","Pouyioutas","1986"
"Eirik","Chimia","1986"
"Gennadi","Tsukuda","1986"
"Hatim","Daescu","1986"
"Arno","Huxford","1986"
"Hugh","Angel","1986"
"Gilbert","Heemskerk","1986"
"Marke","Cesareni","1986"
"Gill","Krupka","1986"
"Huan","Comellas","1986"
"Byong","Douceur","1986"
"Arunas","Ranst","1986"
"Sandeepan","Przulj","1986"
"Zine","Jullig","1986"
"Piyawadee","Narahara","1986"
"Godehard","Murthy","1986"
"Willard","Yoshimura","1986"
"Fun","Matteis","1986"
"Genevieve","Speer","1986"
"Gopalakrishnan","Armand","1986"
"Collette","Verspoor","1986"
"Xiaoheng","Bugrara","1986"
"Florian","Matheson","1986"
"Munehiro","Peroz","1986"
"Gila","Vesel","1986"
"Tamiya","Taubenfeld","1986"
"Tristan","Eugenio","1986"
"Toshiki","Szilard","1986"
"Narain","Ladret","1986"
"Huican","Hellwagner","1986"
"Dmitri","Kakkar","1986"
"Sachar","Undy","1986"
"Jaana","Rassart","1986"
"Reinhold","Marzano","1986"
"Alselm","Attimonelli","1986"
"Marjo","Hopewell","1986"
"Bernardo","Karner","1986"
"Jianwen","Milicia","1986"
"Domenick","Sichman","1986"
"Shigehito","Lieberherr","1986"
"Billur","Chinen","1986"
"Xiaoheng","Swen","1986"
"Katsuyuki","Nourani","1986"
"Sanjai","Boguraev","1986"
"Demos","Kroon","1986"
"Toshimo","Maquelin","1986"
"Khedija","Sewelson","1986"
"Thanasis","Srimani","1986"
"Shahab","Herath","1986"
"Kasidit","Serra","1986"
"Kayoko","Aloisi","1986"
"Dung","Merkl","1986"
"Raimond","Foote","1986"
"Basil","Kolinko","1986"
"Ebru","Szmurlo","1986"
"Jahangir","Suomi","1986"
"Hidefumi","Schade","1986"
"Manu","Billawala","1986"
"Huei","Chinin","1986"
"Shaowen","Parascandalo","1986"
"Jaber","Vilarrasa","1986"
"Rosalie","Pettey","1986"
"Cheong","Bernardeschi","1986"
"Satosi","Vasanthakumar","1986"
"Aron","Krichel","1986"
"Richara","Cairo","1986"
"Evgueni","Crouzet","1986"
"Alper","Penz","1986"
"Gunilla","Passafiume","1986"
"Shrikanth","Marchegay","1986"
"Miquel","Puppo","1986"
"Chaitali","Staudhammer","1986"
"Ranga","Cronau","1986"
"Yuuichi","Lupu","1986"
"Avishai","Rosin","1986"
"Jaques","Restivo","1986"
"Radoslaw","Puppe","1986"
"Xianlong","Bisiani","1986"
"Bezalel","Dalphin","1986"
"Teiji","Erni","1986"
"Koichi","Wendorf","1986"
"Sushant","Rossi","1986"
"Ranan","Pettey","1986"
"Taisook","Karnin","1986"
"Jeanne","Furudate","1986"
"Hatsukazu","Jarecki","1986"
"Bouchung","Eppinger","1986"
"Baruch","Uhrik","1986"
"Marjo","Dichev","1986"
"Supot","Moehrke","1986"
"Gonzalo","Gide","1986"
"Kshitij","Schusler","1986"
"Shaleah","Fraisse","1986"
"Hsiangchu","Kavraki","1986"
"Hugo","Assaf","1986"
"Berni","Morris","1986"
"Ingemar","Hanratty","1986"
"Feixiong","Lunt","1986"
"Caolyn","Peron","1986"
"Zhonghui","Usery","1986"
"Changho","Markovitch","1986"
"Kensyu","Schaap","1986"
"Uriel","Baby","1986"
"Trygve","Cardazo","1986"
"Jiann","Hammerschmidt","1986"
"Alper","Srimani","1986"
"Duri","Poehlman","1986"
"Alagu","Alameldin","1986"
"Qiwen","Panwar","1986"
"Shahab","Rikino","1986"
"Renny","Eastman","1986"
"Visit","Kugler","1986"
"Hirochika","Rassart","1986"
"Hilary","Leonhardt","1986"
"Shahid","Baaz","1986"
"Christoper","Picel","1986"
"Bodh","DuBourdieux","1986"
"Niranjan","Poulakidas","1986"
"Mart","Lorho","1986"
"Nevin","Poulakidas","1986"
"Margo","Domenig","1986"
"Zita","Heuser","1986"
"Gilbert","Kuzuoka","1986"
"Chinhyun","Grandbois","1986"
"Sahrah","Straney","1986"
"Cheong","Masamoto","1986"
"Owen","Akiyama","1986"
"Luigi","Calkin","1986"
"Tremaine","Cardazo","1986"
"LiMin","Herbst","1986"
"Jinpo","Glowinski","1986"
"Georgy","Narwekar","1986"
"Marsal","Farrow","1986"
"Idoia","Waschkowski","1986"
"Chanjung","Lalonde","1986"
"Sachar","Guenter","1986"
"Boaz","Hofstetter","1986"
"Perla","Kossowski","1986"
"Venkatesan","Nooteboom","1986"
"Jaideep","Awdeh","1986"
"Jinya","Kropf","1986"
"Kristof","Salinas","1986"
"Udaiprakash","Falck","1986"
"Kasturi","Rathonyi","1986"
"Tran","Brendel","1986"
"Ziyad","Lovengreen","1986"
"Sushant","Stille","1986"
"Ioana","Benaini","1986"
"Munenori","Riefers","1986"
"Fox","Plump","1986"
"Yahiko","Aloia","1986"
"Denis","Schmezko","1986"
"Oddvar","Isard","1986"
"Foong","Peak","1986"
"Miomir","Karunanithi","1986"
"Prasadram","DasSarma","1986"
"Mong","Berztiss","1986"
"Vishv","Kading","1986"
"Ziyad","Chvatal","1986"
"Pranay","Butterworth","1986"
"Alexius","Heering","1986"
"Jinya","Porotnikoff","1986"
"Yurii","Himler","1986"
"Kwangho","Ranka","1986"
"Gita","Brizzi","1986"
"Xiaoshan","Ishibashi","1986"
"Suebskul","Rande","1986"
"Kolar","Poehlman","1986"
"Vidar","Luft","1986"
"Hiroyasu","Stellhorn","1986"
"Tsz","Krogh","1986"
"Dayanand","Mandell","1986"
"Claude","Botman","1986"
"Nahid","Pepe","1986"
"Mahendra","Conry","1986"
"Pascal","Smeets","1986"
"Shrikanth","Goodrum","1986"
"Uinam","Bolsens","1986"
"Jianhao","Furudate","1986"
"Bernardo","Swan","1986"
"Hironoby","Alvarado","1986"
"Yucai","Murthy","1986"
"Fumitaka","Murillo","1986"
"Younwoo","Rosin","1986"
"Arto","Morrow","1986"
"Shigeu","Kaltofen","1986"
"Xiahua","Haddadi","1986"
"Lubomir","Fontan","1986"
"Anoosh","Biron","1986"
"Dung","Ibel","1986"
"Augustine","Boudaillier","1986"
"Sergi","Schrooten","1986"
"Leaf","Impagliazzo","1986"
"Serap","Reutenauer","1986"
"Shahab","Bellmore","1986"
"Kazunori","Hopewell","1986"
"Nevin","Khalil","1986"
"Pranas","Delgrange","1986"
"Flemming","Falster","1986"
"Tuval","Beutelspacher","1986"
"Valter","Lundstrom","1986"
"Toshimitsu","Choobineh","1986"
"Jungsoon","Birta","1986"
"Arnould","Luce","1986"
"Ugo","Perl","1986"
"Serif","Solares","1986"
"Sham","Junet","1986"
"Marek","Koblick","1986"
"Toney","Isard","1986"
"Reinhard","Ligten","1986"
"Kazunori","Erev","1986"
"Phuoc","Beilner","1986"
"Jiakeng","Wroclawski","1986"
"Yechezkel","Erev","1986"
"Uta","Sullins","1986"
"Sigeru","Kuszyk","1986"
"Van","Baik","1986"
"Yongqiao","Cochrane","1986"
"Berhard","Murrill","1986"
"Slavian","Shihab","1986"
"Vishwani","Picci","1986"
"Xumin","Luce","1986"
"Akeno","Mandelberg","1986"
"Temple","Rodier","1986"
"Narain","Sidou","1986"
"Jovan","Bage","1986"
"Marie","DiGiano","1986"
"Zhonghua","Otillio","1986"
"Fatemeh","Leivant","1986"
"Sariel","Katiyar","1986"
"Subhrajyoti","Selenyi","1986"
"Juyoung","Debuse","1986"
"Sariel","Nicolson","1986"
"Mohammad","Orlowski","1986"
"Adel","Chachaty","1986"
"Ingemar","Itzigehl","1986"
"Marc","Hoppenstand","1986"
"Giordano","Shanbhogue","1986"
"Kazuhira","Carrere","1986"
"Kristian","Begiun","1986"
"Kwangjo","Makinen","1986"
"Leandro","Baaleh","1986"
"Xuedong","Merks","1986"
"Valeska","Spinelli","1986"
"Woody","Fujisawa","1986"
"Yonghoan","Dratva","1986"
"Nahum","Ghazalie","1986"
"Pramod","Pouyioutas","1986"
"Masanao","Kobuchi","1986"
"Francoise","Fujisaki","1986"
"Eberhardt","Chorvat","1986"
"Susanne","Kadhim","1986"
"Jiafu","Avouris","1986"
"Ziya","Papadias","1986"
"Feixiong","Luke","1986"
"Xuejun","Homond","1986"
"Edwin","Merks","1986"
"Atreyi","Facello","1986"
"Maik","Terkki","1986"
"Aron","Nanard","1986"
"Jeong","Cappelli","1986"
"Heejo","Cools","1986"
"Kazuhira","Litecky","1986"
"Mostafa","Merkl","1986"
"Arra","Parfitt","1986"
"Barry","Cherinka","1986"
"Krisda","Siprelle","1986"
"Hercules","Cochrane","1986"
"Mohd","Anily","1986"
"Gonzalo","Orsini","1986"
"Shin","Jarecki","1986"
"Yakkov","Noriega","1986"
"Georgi","Gide","1986"
"Zvonko","Kawashimo","1986"
"Manohar","Crelier","1986"
"Neven","Perry","1986"
"Josyula","Msuda","1986"
"Yurij","Byoun","1986"
"Manu","Sudbeck","1986"
"Kauko","Prampolini","1986"
"Tonia","Siochi","1986"
"Satosi","Cromarty","1986"
"Radhia","Polajnar","1986"
"Leni","Plavsic","1986"
"Murthy","Cardazo","1986"
"Dhritiman","Ghandeharizadeh","1986"
"Bowen","Baaz","1986"
"Alassane","Braccini","1986"
"Pasqua","Xiaoshan","1986"
"Xiaoqiang","Anger","1986"
"Zhigen","Trumbly","1986"
"Weidon","Ranai","1986"
"Nikolaos","Peck","1986"
"Hailing","Swift","1986"
"Rosalie","Leijenhorst","1986"
"Jiakeng","Marrevee","1986"
"Hisao","Ranon","1986"
"Lansing","Coney","1986"
"Tayeb","Vickson","1986"
"Dmitri","Baezner","1986"
"Bartek","Tsukune","1986"
"Bedir","Gurbaxani","1986"
"Gal","Ohori","1986"
"Almudena","Eastman","1986"
"Jouko","Hashii","1986"
"Vishu","Bamford","1986"
"Martins","Potthoff","1986"
"Adib","Kabayashi","1986"
"Satoru","Plotkin","1986"
"Moie","Lorie","1986"
"Gou","Dymetman","1986"
"Naftali","Thorensen","1986"
"Mostafa","VanScheik","1986"
"Alejandra","Muniz","1986"
"Toshimori","Irland","1986"
"Tesuya","Kulisch","1986"
"Aris","Iwayama","1986"
"Tonny","Stellhorn","1986"
"Fun","Ponthieu","1986"
"Wojceich","Zirintsis","1986"
"Ramya","Colorni","1986"
"Katsuo","Vecchi","1986"
"Bogdan","Mersereau","1986"
"Kinh","Masaki","1986"
"Pascal","Varley","1986"
"Jongsuk","Neiman","1986"
"Chaoyi","Randt","1986"
"Shuho","Mitzlaff","1986"
"Remzi","Siochi","1986"
"Aleksander","Nollmann","1986"
"Angus","Soloway","1986"
"Danny","Ulupinar","1986"
"Subhrajyoti","Highland","1986"
"Mayuko","Eldridge","1986"
"Badri","Taubman","1986"
"Mohamadou","Bressoud","1986"
"Maja","Grospietsch","1986"
"Badri","Heijenga","1986"
"Percy","Luck","1986"
"Jouni","Roccetti","1986"
"JoAnne","Weisert","1986"
"Dharmaraja","Iwayama","1986"
"Shigeichiro","Lund","1986"
"Adas","Honglei","1986"
"Annemarie","Keirsey","1986"
"Berna","Birta","1986"
"Guozhong","Yurov","1986"
"Elvis","Verhoeff","1986"
"Xiaocheng","Klyachko","1986"
"Sariel","Junet","1986"
"Odinaldo","Lorho","1986"
"Larisa","Halloran","1986"
"Khedija","Speckmann","1986"
"Hinrich","Ossenbruggen","1986"
"Shahaf","Eldridge","1986"
"Jaques","Fontan","1986"
"Munehiro","Babb","1986"
"Jacopo","Asrin","1986"
"Mabo","Bharadwaj","1986"
"Marie","Llado","1986"
"Remko","Laurillard","1986"
"Arunas","Kusakari","1986"
"Vitali","Krohm","1986"
"Jacqueline","Ginesta","1986"
"Krister","Scharstein","1986"
"Koichi","Noriega","1986"
"Otilia","Iacovou","1986"
"Theron","Simmen","1986"
"Kazuhide","Danner","1986"
"Yechezkel","Khamsi","1986"
"Kiyokazu","Sundgren","1986"
"Claudi","Desikan","1986"
"Udo","Speek","1986"
"Sakthirel","Uhrik","1986"
"Ingemar","Piveteau","1986"
"Willard","Sommer","1986"
"Leaf","Narahari","1986"
"Christophe","Schurmann","1986"
"Rasikan","Azulay","1986"
"Tsz","Comyn","1986"
"Youpyo","Delgrange","1986"
"Pramod","Botman","1986"
"Syozo","Openshaw","1986"
"Supot","Lieblein","1986"
"Huican","Lunn","1986"
"Rosli","Gulla","1986"
"Xiaopeng","Chaudhuri","1986"
"Xiaoqiang","Speel","1986"
"Kristin","Bugrara","1986"
"Breannda","Lemarechal","1986"
"Marsja","Mandelberg","1986"
"Heather","Hofman","1986"
"Parviz","Peroz","1986"
"Takushi","Shokrollahi","1986"
"Aamer","Vidya","1986"
"Aruna","Detkin","1986"
"Erzsebet","Skogmar","1986"
"Aamer","Merks","1986"
"Zhiguo","Puoti","1986"
"Rafols","Kilgour","1986"
"Shimshon","Kabayashi","1986"
"Zhilian","Kroll","1986"
"Nagui","Hedayat","1986"
"Dharmaraja","Gischer","1986"
"Mayuko","Falster","1986"
"Yishai","Ishibashi","1986"
"Nathan","Nyanchama","1986"
"Danco","Puoti","1986"
"Sukumar","Fontet","1986"
"Bartek","Zaccaria","1986"
"Gadiel","Perly","1986"
"Xiaoqiang","Ramamoorthy","1986"
"Ibibia","Ernst","1986"
"Ewing","Osgood","1986"
"Geoffry","Narahara","1986"
"Selwyn","Camarinopoulos","1986"
"Arunas","Keirsey","1986"
"Moni","Rullman","1986"
"Dmitry","Cmelik","1986"
"Vitali","Thebaut","1986"
"Dinah","Lally","1986"
"Dmitry","Kawashimo","1986"
"Reinhard","Rodier","1986"
"Theirry","Hinsberger","1986"
"Claude","Munck","1986"
"Honglan","Plumb","1986"
"Basil","Kuszyk","1986"
"Shim","Jenevein","1986"
"Youpyo","Luef","1986"
"Weidon","Showalter","1986"
"Shay","Muchinsky","1986"
"Stamatina","Shiratori","1986"
"Yinlin","Orsini","1986"
"Dulce","Stellhorn","1986"
"Taegyun","Czaja","1986"
"Pantung","Heping","1986"
"Pasqua","DiGiano","1986"
"Junichi","Steenbeek","1986"
"Mitchel","Gadepally","1986"
"Brendon","Suppi","1986"
"Boalin","Rosen","1986"
"Toshimitsu","Peternell","1986"
"Nathan","Denna","1986"
"Gita","Mitzlaff","1986"
"Anyuan","Schach","1986"
"Xinyu","Esteva","1986"
"Martien","Ranft","1986"
"Hugo","Lubachevsky","1986"
"Shao","Chappelet","1986"
"Macha","Vingron","1986"
"Elliott","Ritcey","1986"
"Gennady","Rosaz","1986"
"Yongmin","Syrzycki","1986"
"Mohit","Pleszkun","1986"
"Shaowen","Menhoudj","1986"
"Subhada","Cyre","1986"
"Mingzeng","Rouquie","1986"
"Richard","Wiegley","1986"
"Gita","Bail","1986"
"Eben","Koblitz","1986"
"Persi","Lanphier","1986"
"Gunilla","Begiun","1986"
"Mingdong","Lunt","1986"
"Charmane","Erbe","1986"
"Danai","Quadeer","1986"
"Hilari","Rosiles","1986"
"Abdulla","Greenaway","1986"
"JoAnne","Warwick","1986"
"Sailaja","Encarnacion","1986"
"Jessie","Besselaar","1986"
"Subhash","Mikschl","1986"
"Houman","Besselaar","1986"
"Shan","Barreiro","1986"
"Rance","Tramer","1986"
"Chuanti","Demke","1986"
"Kenroku","Guting","1986"
"Marco","Schahn","1986"
"Yongdong","Bale","1986"
"Feixiong","Olivero","1986"
"Sailaja","Lung","1986"
"Kitty","Panangaden","1986"
"Josyula","Munos","1986"
"Paddy","Angiulli","1986"
"Becky","Paludetto","1986"
"Vishwani","Rusterholz","1986"
"Lein","Goodrum","1986"
"Pintsang","Cappelletti","1986"
"Along","Menhardt","1986"
"Rasiah","Lores","1986"
"Mohammad","Ghemri","1986"
"Yuping","Schieder","1986"
"Kshitij","Lunn","1986"
"Moss","Trelles","1986"
"Palash","Ponthieu","1986"
"Sasan","Benantar","1986"
"Gopalakrishnan","Koprowski","1986"
"Susanna","Manderick","1986"
"Angus","Snyers","1986"
"Anneke","Sinitsyn","1986"
"Kwun","Masamoto","1986"
"Marc","Famili","1986"
"Mostafa","Yetto","1986"
"Iara","Milicic","1986"
"Gennady","Cappelletti","1986"
"Jiong","Baik","1986"
"Neven","Massonet","1986"
"Renny","Eterovic","1986"
"Marsja","Shobatake","1986"
